nume,judet,abreviere,populatie,lat,lng,,
Prigoreni,Iasi,IS,642,47.2075549,27.0690145,Prigoreni,Prigoreni
Razboieni,Iasi,IS,1842,47.2183502,27.0524191,Razboieni,Razboieni
Alexandrui.Cuza,Iasi,IS,841,47.1739612,27.5721063,Alexandrui.Cuza,AlexandruI.Cuza
Kogalniceni,Iasi,IS,369,47.1579636,26.840201,Kogalniceni,Kogalniceni
Scheia,Iasi,IS,1081,46.9299524,27.5056301,Scheia,Scheia
Volintiresti,Iasi,IS,435,47.1714131,26.8284544,Volintiresti,Volintiresti
Andrieseni,Iasi,IS,1633,47.5197391,27.3073401,Andrieseni,Andrieseni
Buhaeni,Iasi,IS,526,47.5079945,27.2757975,Buhaeni,Buhaeni
Draganesti,Iasi,IS,182,47.5196371,27.2587936,Draganesti,Draganesti
Fantanele(Andrieseni),Iasi,IS,2138,47.5087926,27.3164516,Fantanele(Andrieseni),Fantanele(Andrieseni)
Glavanesti,Iasi,IS,782,47.5519393,27.2696113,Glavanesti,Glavanesti
Iepureni(Andrieseni),Iasi,IS,938,47.4701696,27.3264468,Iepureni(Andrieseni),Iepureni(Andrieseni)
Spineni,Iasi,IS,589,47.4917151,27.3159686,Spineni,Spineni
Aroneanu,Iasi,IS,1401,47.2015337,27.6079725,Aroneanu,Aroneanu
Dorobant,Iasi,IS,1260,47.2274869,27.59436,Dorobant,Dorobant
Rediualdei,Iasi,IS,429,47.2260815,27.640192,Rediualdei,RediuAldei
Sorogari,Iasi,IS,312,47.206356,27.5818797,Sorogari,Sorogari
Baltati,Iasi,IS,1782,47.2297854,27.1621409,Baltati,Baltati
Cotargaci,Iasi,IS,80,47.22015,27.1676813,Cotargaci,Cotargaci
Filiasi,Iasi,IS,67,47.2577012,27.0411107,Filiasi,Filiasi
Madarjesti,Iasi,IS,860,47.2137407,27.1477631,Madarjesti,Madarjesti
Podisu,Iasi,IS,588,47.2562537,27.0635857,Podisu,Podisu
Sarca,Iasi,IS,989,47.2298847,27.1771724,Sarca,Sarca
Valeaoilor,Iasi,IS,609,47.2446994,27.0986019,Valeaoilor,ValeaOilor
Barnova,Iasi,IS,1468,47.0642542,27.6398227,Barnova,Barnova
Cercu,Iasi,IS,571,47.083778,27.6078236,Cercu,Cercu
Paun,Iasi,IS,1276,47.0963694,27.662845,Paun,Paun
Pietraria,Iasi,IS,763,47.066667,27.65,Pietraria,Pietraria
Todirel,Iasi,IS,593,47.0677419,27.6113532,Todirel,Todirel
Visan,Iasi,IS,1111,47.1135163,27.6047218,Visan,Visan
Belcesti,Iasi,IS,4462,47.309655,27.086376,Belcesti,Belcesti
Liteni,Iasi,IS,1394,47.2998455,27.042197,Liteni,Liteni
Munteni,Iasi,IS,1055,47.3076435,27.1355421,Munteni,Munteni
Satunou(Belcesti),Iasi,IS,4462,47.3239039,27.092463,Satunou(Belcesti),SatuNou(Belcesti)
Tansa(Belcesti),Iasi,IS,1358,47.3013068,27.0778109,Tansa(Belcesti),Tansa(Belcesti)
Ulmi,Iasi,IS,685,47.2822773,27.0646935,Ulmi,Ulmi
Bivolari,Iasi,IS,2217,47.5272788,27.4014101,Bivolari,Bivolari
Buruienesti,Iasi,IS,223,47.5531333,27.4013364,Buruienesti,Buruienesti
Solonet,Iasi,IS,521,47.4968758,27.4549835,Solonet,Solonet
Tabara,Iasi,IS,965,47.5784525,27.4136566,Tabara,Tabara
Traian,Iasi,IS,254,47.1666158,27.5792567,Traian,Traian
Braesti,Iasi,IS,1116,47.1489779,27.0876228,Braesti,Braesti
Albesti,Iasi,IS,400,47.1847969,27.1041788,Albesti,Albesti
Buda(Braesti),Iasi,IS,1001,47.119238,27.0730572,Buda(Braesti),Buda(Braesti)
Cristesti(Braesti),Iasi,IS,681,47.1580455,27.0777951,Cristesti(Braesti),Cristesti(Braesti)
Rediu(Braesti),Iasi,IS,238,47.1937544,27.0883714,Rediu(Braesti),Rediu(Braesti)
Butea,Iasi,IS,2319,47.0936347,26.9546592,Butea,Butea
Miclauseni,Iasi,IS,379,47.0978288,26.9303591,Miclauseni,Miclauseni
Ceplenita,Iasi,IS,1326,47.3846676,26.9882214,Ceplenita,Ceplenita
Buhalnita,Iasi,IS,1281,47.3787054,26.9181641,Buhalnita,Buhalnita
Poianamarului,Iasi,IS,1069,47.3813692,26.8867912,Poianamarului,PoianaMarului
Zlodica,Iasi,IS,290,47.3665421,26.932402,Zlodica,Zlodica
Ciortesti,Iasi,IS,1085,46.9132926,27.8448583,Ciortesti,Ciortesti
Coropceni,Iasi,IS,1081,46.9420589,27.8303069,Coropceni,Coropceni
Deleni(Ciortesti),Iasi,IS,4369,46.9203424,27.8330394,Deleni(Ciortesti),Deleni(Ciortesti)
Rotaria,Iasi,IS,395,46.94114,27.8711461,Rotaria,Rotaria
Serbesti,Iasi,IS,881,46.8772244,27.8473571,Serbesti,Serbesti
Ciurea,Iasi,IS,2403,47.0617733,27.5687108,Ciurea,Ciurea
Curaturi,Iasi,IS,266,47.0273466,27.5647514,Curaturi,Curaturi
Dumbrava(Ciurea),Iasi,IS,747,47.075566,27.5510525,Dumbrava(Ciurea),Dumbrava(Ciurea)
Hlincea,Iasi,IS,443,47.1111177,27.5823833,Hlincea,Hlincea
Piciorulupului,Iasi,IS,556,47.0411965,27.577113,Piciorulupului,PicioruLupului
Luncacetatuii,Iasi,IS,6227,47.0982573,27.559814,Luncacetatuii,LuncaCetatuii
Slobozia(Ciurea),Iasi,IS,2384,47.0192142,27.6161023,Slobozia(Ciurea),Slobozia(Ciurea)
Coarnelecaprei,Iasi,IS,2229,47.3880687,27.119906,Coarnelecaprei,CoarneleCaprei
Arama,Iasi,IS,741,47.3963204,27.1134107,Arama,Arama
Petrosica,Iasi,IS,121,47.4186373,27.0646592,Petrosica,Petrosica
Comarna,Iasi,IS,2414,47.0678683,27.7766346,Comarna,Comarna
Curagau,Iasi,IS,163,47.0583057,27.7504356,Curagau,Curagau
Stanca(Comarna),Iasi,IS,563,47.0672709,27.8039352,Stanca(Comarna),Stanca(Comarna)
Osoi(Comarna),Iasi,IS,1153,47.0943548,27.7960251,Osoi(Comarna),Osoi(Comarna)
Costuleni,Iasi,IS,1389,47.0283976,27.861647,Costuleni,Costuleni
Covasna,Iasi,IS,1186,47.0007774,27.8517153,Covasna,Covasna
Cozia,Iasi,IS,1007,47.000138,27.8940031,Cozia,Cozia
Hilita,Iasi,IS,694,47.0019736,27.8272179,Hilita,Hilita
Cotnari,Iasi,IS,1545,47.3418558,26.9700739,Cotnari,Cotnari
Bahluiu,Iasi,IS,355,47.3579717,26.9844044,Bahluiu,Bahluiu
Carjoaia,Iasi,IS,1666,47.3394501,26.9016054,Carjoaia,Carjoaia
Cireseni,Iasi,IS,289,47.3694278,26.8480409,Cireseni,Cireseni
Fagat,Iasi,IS,235,47.3814226,26.8474582,Fagat,Fagat
Hodora,Iasi,IS,1453,47.3384312,27.0198688,Hodora,Hodora
Horodistea,Iasi,IS,542,47.3528652,26.9110093,Horodistea,Horodistea
Iosupeni,Iasi,IS,164,47.3421474,27.0039448,Iosupeni,Iosupeni
Luparia,Iasi,IS,375,47.366852,26.8869247,Luparia,Luparia
Valearacului,Iasi,IS,347,47.3625891,26.8751378,Valearacului,ValeaRacului
Zbereni,Iasi,IS,277,47.3799871,26.8374882,Zbereni,Zbereni
Cozmesti,Iasi,IS,2078,46.8743422,27.9921939,Cozmesti,Cozmesti
Podoleniidejos,Iasi,IS,330,46.8484406,28.0354077,Podoleniidejos,PodoleniideJos
Podoleniidesus,Iasi,IS,945,46.8572818,28.0169356,Podoleniidesus,PodoleniideSus
Cristesti,Iasi,IS,681,47.258141,26.5714438,Cristesti,Cristesti
Homita,Iasi,IS,396,47.2972926,26.59068,Homita,Homita
Cucuteni,Iasi,IS,489,47.2779386,26.9367864,Cucuteni,Cucuteni
Baiceni(Cucuteni),Iasi,IS,390,47.301129,26.9178911,Baiceni(Cucuteni),Baiceni(Cucuteni)
Barbatesti,Iasi,IS,190,47.27483,26.9049253,Barbatesti,Barbatesti
Sacaresti,Iasi,IS,237,47.2551662,26.9358897,Sacaresti,Sacaresti
Dagata,Iasi,IS,1651,46.9518875,27.1821355,Dagata,Dagata
Balusesti,Iasi,IS,221,46.8860329,27.2095776,Balusesti,Balusesti
Boatca,Iasi,IS,324,46.9521268,27.2194663,Boatca,Boatca
Buzdug,Iasi,IS,82,46.9638059,27.1636849,Buzdug,Buzdug
Manastirea,Iasi,IS,1033,46.9496612,27.2010293,Manastirea,Manastirea
Piscurusului,Iasi,IS,427,46.9592039,27.1356601,Piscurusului,PiscuRusului
Poienile,Iasi,IS,299,46.9611706,27.2097106,Poienile,Poienile
Tarnita,Iasi,IS,114,46.9749427,27.1815023,Tarnita,Tarnita
Zeceprajini,Iasi,IS,448,46.9434818,27.1766603,Zeceprajini,ZecePrajini
Deleni,Iasi,IS,4369,47.4572116,26.8786954,Deleni,Deleni
Feredeni,Iasi,IS,907,47.4833461,26.8796761,Feredeni,Feredeni
Leahunacu,Iasi,IS,67,47.4941473,26.9387524,Leahunacu,LeahuNacu
Maxut,Iasi,IS,2284,47.4383859,26.8958022,Maxut,Maxut
Poiana(Deleni),Iasi,IS,543,47.4920696,26.8607959,Poiana(Deleni),Poiana(Deleni)
Slobozia(Deleni),Iasi,IS,2384,47.4715184,26.8847177,Slobozia(Deleni),Slobozia(Deleni)
Dobrovat,Iasi,IS,2515,46.9626179,27.7170823,Dobrovat,Dobrovat
Dolhesti,Iasi,IS,699,46.8748237,27.8962096,Dolhesti,Dolhesti
Bradicesti,Iasi,IS,997,46.8440412,27.9085199,Bradicesti,Bradicesti
Pietris,Iasi,IS,942,46.8844607,27.919299,Pietris,Pietris
Dumesti,Iasi,IS,1446,47.1812566,27.351096,Dumesti,Dumesti
Banu,Iasi,IS,370,47.1676716,27.5779094,Banu,Banu
Chilisoaia,Iasi,IS,186,47.1633381,27.3058244,Chilisoaia,Chilisoaia
Hoisesti,Iasi,IS,821,47.1947042,27.3244353,Hoisesti,Hoisesti
Pausesti,Iasi,IS,1753,47.1578289,27.3246671,Pausesti,Pausesti
Erbiceni,Iasi,IS,2509,47.2728255,27.2406823,Erbiceni,Erbiceni
Barlesti,Iasi,IS,643,47.2560868,27.2597288,Barlesti,Barlesti
Spinoasa,Iasi,IS,306,47.2649589,27.1866296,Spinoasa,Spinoasa
Spranceana,Iasi,IS,364,47.2337657,27.2569595,Spranceana,Spranceana
Totoesti,Iasi,IS,1635,47.2470622,27.2846026,Totoesti,Totoesti
Focuri,Iasi,IS,3852,47.3495547,27.2086464,Focuri,Focuri
Fantanele,Iasi,IS,2138,47.411609,27.1826781,Fantanele,Fantanele
Golaiesti,Iasi,IS,1783,47.2648157,27.6787658,Golaiesti,Golaiesti
Bran,Iasi,IS,,47.16,27.5894,Bran,Bran
Cilibiu,Iasi,IS,584,47.2532921,27.6774118,Cilibiu,Cilibiu
Cotuluiivan,Iasi,IS,362,47.2733582,27.651124,Cotuluiivan,CotuluiIvan
Gradinari,Iasi,IS,313,47.2668724,27.6658474,Gradinari,Gradinari
Medeleni,Iasi,IS,117,47.2961553,27.6901969,Medeleni,Medeleni
Petresti,Iasi,IS,311,47.2914377,27.7132723,Petresti,Petresti
Podujijiei,Iasi,IS,262,47.2456369,27.7167538,Podujijiei,PoduJijiei
Gorban,Iasi,IS,772,46.9110814,28.0614736,Gorban,Gorban
Gurabohotin,Iasi,IS,454,46.9093488,28.0531701,Gurabohotin,GuraBohotin
Poduhagiului,Iasi,IS,612,46.8611815,28.0812362,Poduhagiului,PoduHagiului
Scoposeni(Gorban),Iasi,IS,296,46.9110814,28.0614736,Scoposeni(Gorban),Scoposeni(Gorban)
Zberoaia,Iasi,IS,335,46.9267049,28.0372919,Zberoaia,Zberoaia
Grajduri,Iasi,IS,1178,46.9717309,27.5364775,Grajduri,Grajduri
Carbunari,Iasi,IS,382,46.9940194,27.5213611,Carbunari,Carbunari
Corcodel,Iasi,IS,42,46.9445268,27.5490945,Corcodel,Corcodel
Lunca(Grajduri),Iasi,IS,92,46.9556492,27.5655288,Lunca(Grajduri),Lunca(Grajduri)
Padureni(Grajduri),Iasi,IS,94,46.9932234,27.5546827,Padureni(Grajduri),Padureni(Grajduri)
Poianacucetate,Iasi,IS,341,46.9906792,27.6022172,Poianacucetate,PoianacuCetate
Valeasatului,Iasi,IS,681,46.9532561,27.5470263,Valeasatului,ValeaSatului
Gropnita,Iasi,IS,418,47.3581574,27.2625151,Gropnita,Gropnita
Bulbucani,Iasi,IS,645,47.3625049,27.2455782,Bulbucani,Bulbucani
Forasti,Iasi,IS,,47.3550206,27.2849943,Forasti,Forasti
Malaesti,Iasi,IS,422,47.3557045,27.3028578,Malaesti,Malaesti
Saveni,Iasi,IS,717,47.3995355,27.2452565,Saveni,Saveni
Sangeri,Iasi,IS,437,47.3871455,27.2292399,Sangeri,Sangeri
Grozesti,Iasi,IS,1199,46.98976,28.0572712,Grozesti,Grozesti
Coltucornii,Iasi,IS,497,47.0228386,28.0020735,Coltucornii,ColtuCornii
Salageni,Iasi,IS,73,47.6778503,26.3916098,Salageni,Salageni
Halaucesti,Iasi,IS,4661,47.0933818,26.8106362,Halaucesti,Halaucesti
Luncasi,Iasi,IS,880,47.1174684,26.8033652,Luncasi,Luncasi
Helesteni,Iasi,IS,898,47.2005633,26.8792392,Helesteni,Helesteni
Harmaneasa,Iasi,IS,704,47.1968554,26.8627543,Harmaneasa,Harmaneasa
Movileni(Helesteni),Iasi,IS,550,47.2004749,26.9003512,Movileni(Helesteni),Movileni(Helesteni)
Oboroceni,Iasi,IS,904,47.1762814,26.8715076,Oboroceni,Oboroceni
Holboca,Iasi,IS,2737,47.1844953,27.6631516,Holboca,Holboca
Cristesti(Holboca),Iasi,IS,681,47.1700857,27.7232548,Cristesti(Holboca),Cristesti(Holboca)
Dancu,Iasi,IS,6444,47.1561861,27.6656228,Dancu,Dancu
Orzeni,Iasi,IS,689,47.1809809,27.6917091,Orzeni,Orzeni
Ruseniinoi,Iasi,IS,378,47.1968925,27.6686621,Ruseniinoi,RuseniiNoi
Ruseniivechi,Iasi,IS,651,47.1799418,27.6830884,Ruseniivechi,RuseniiVechi
Valealunga,Iasi,IS,391,47.1866897,27.6471866,Valealunga,ValeaLunga
Horlesti,Iasi,IS,1078,47.1106292,27.3803049,Horlesti,Horlesti
Bogdanesti,Iasi,IS,765,47.1161506,27.4351717,Bogdanesti,Bogdanesti
Scoposeni(Horlesti),Iasi,IS,296,47.1331468,27.4101158,Scoposeni(Horlesti),Scoposeni(Horlesti)
Ipatele,Iasi,IS,701,46.906261,27.4405051,Ipatele,Ipatele
Alexesti,Iasi,IS,44,47.2679653,27.2185662,Alexesti,Alexesti
Bacu,Iasi,IS,592,46.9242188,27.4570757,Bacu,Bacu
Cuzavoda(Ipatele),Iasi,IS,701,46.8947,27.4093542,Cuzavoda(Ipatele),CuzaVoda(Ipatele)
Lespezi,Iasi,IS,762,47.355488,26.6863052,Lespezi,Lespezi
Buda(Lespezi),Iasi,IS,1001,47.3992687,26.6795443,Buda(Lespezi),Buda(Lespezi)
Bursucdeal,Iasi,IS,603,47.3239693,26.675716,Bursucdeal,BursucDeal
Bursucvale,Iasi,IS,158,47.315204,26.6975956,Bursucvale,BursucVale
Dumbrava(Lespezi),Iasi,IS,747,47.3558438,26.7163606,Dumbrava(Lespezi),Dumbrava(Lespezi)
Heci,Iasi,IS,1979,47.3433365,26.6613362,Heci,Heci
Letcani,Iasi,IS,3552,47.1839143,27.4222986,Letcani,Letcani
Bogonos,Iasi,IS,766,47.2066699,27.4309984,Bogonos,Bogonos
Cogeasca,Iasi,IS,1690,47.166064,27.3844858,Cogeasca,Cogeasca
Cucuteni(Letcani),Iasi,IS,489,47.1493923,27.4184645,Cucuteni(Letcani),Cucuteni(Letcani)
Lungani,Iasi,IS,658,47.1894795,27.1398543,Lungani,Lungani
Crucea,Iasi,IS,1943,47.1687325,27.1696156,Crucea,Crucea
Goesti,Iasi,IS,1009,47.1534662,27.1368835,Goesti,Goesti
Zmeu,Iasi,IS,1868,47.1915088,27.1781562,Zmeu,Zmeu
Madarjac,Iasi,IS,912,47.0470532,27.2654337,Madarjac,Madarjac
Bojila,Iasi,IS,312,47.029401,27.2652656,Bojila,Bojila
Frumusica,Iasi,IS,363,47.0551601,27.2950918,Frumusica,Frumusica
Mircesti,Iasi,IS,1614,47.0660719,26.8462795,Mircesti,Mircesti
Iugani,Iasi,IS,2136,47.045243,26.8251496,Iugani,Iugani
Izvoarele,Iasi,IS,1209,47.0359814,26.898056,Izvoarele,Izvoarele
Rachiteni,Iasi,IS,1742,47.0526266,26.914993,Rachiteni,Rachiteni
Ursaresti,Iasi,IS,133,47.0588288,26.8943623,Ursaresti,Ursaresti
Mironeasa,Iasi,IS,3744,46.9684636,27.4329017,Mironeasa,Mironeasa
Schituhadambului,Iasi,IS,94,47.0093114,27.4333394,Schituhadambului,SchituHadambului
Ursita,Iasi,IS,683,47.0127435,27.4086747,Ursita,Ursita
Miroslava,Iasi,IS,2221,47.1491364,27.5209305,Miroslava,Miroslava
Balciu,Iasi,IS,510,47.1412168,27.5362181,Balciu,Balciu
Bratuleni,Iasi,IS,372,47.1635407,27.4578009,Bratuleni,Bratuleni
Ciurbesti,Iasi,IS,837,47.0967133,27.5303728,Ciurbesti,Ciurbesti
Cornesti,Iasi,IS,609,47.1057969,27.5131177,Cornesti,Cornesti
Dancas,Iasi,IS,185,47.1081835,27.5241709,Dancas,Dancas
Gaureni,Iasi,IS,185,47.1532133,27.5026978,Gaureni,Gaureni
Horpaz,Iasi,IS,1513,47.1082407,27.5467077,Horpaz,Horpaz
Proselnici,Iasi,IS,549,47.1089488,27.4832511,Proselnici,Proselnici
Uricani,Iasi,IS,787,47.1558144,27.4850685,Uricani,Uricani
Valeaadanca,Iasi,IS,3053,47.1259358,27.5545122,Valeaadanca,ValeaAdanca
Valeaursului,Iasi,IS,310,47.1351816,27.4860171,Valeaursului,ValeaUrsului
Vorovesti,Iasi,IS,827,47.1401232,27.4644227,Vorovesti,Vorovesti
Miroslovesti,Iasi,IS,1912,47.1682813,26.6583738,Miroslovesti,Miroslovesti
Ciohorani,Iasi,IS,1781,47.138495,26.683203,Ciohorani,Ciohorani
Mitesti,Iasi,IS,239,47.1002542,26.6425864,Mitesti,Mitesti
Soci,Iasi,IS,1387,47.1762754,26.6368902,Soci,Soci
Verseni,Iasi,IS,995,47.11407,26.6396414,Verseni,Verseni
Mogosesti,Iasi,IS,2994,47.0351739,27.5195162,Mogosesti,Mogosesti
Budesti,Iasi,IS,398,47.0502355,27.4893181,Budesti,Budesti
Hadambu,Iasi,IS,1171,47.0149784,27.4557625,Hadambu,Hadambu
Manjesti,Iasi,IS,679,47.057397,27.4743636,Manjesti,Manjesti
Mogosestisiret,Iasi,IS,653,47.1388593,26.7912294,Mogosestisiret,MogosestiSiret
Munceludesus,Iasi,IS,2164,47.1214254,26.7355884,Munceludesus,MunceludeSus
Tudorvladimirescu,Iasi,IS,872,47.1569818,27.6020429,Tudorvladimirescu,TudorVladimirescu
Mosna,Iasi,IS,1767,46.9207545,27.9557325,Mosna,Mosna
Motca,Iasi,IS,3522,47.2220137,26.6111491,Motca,Motca
Boureni(Motca),Iasi,IS,1417,47.2098287,26.6284455,Boureni(Motca),Boureni(Motca)
Movileni,Iasi,IS,550,47.328725,27.356394,Movileni,Movileni
Iepureni(Movileni),Iasi,IS,938,47.2964823,27.4301711,Iepureni(Movileni),Iepureni(Movileni)
Largajijia,Iasi,IS,790,47.3187859,27.3846927,Largajijia,LargaJijia
Potangeni,Iasi,IS,1000,47.329796,27.3317652,Potangeni,Potangeni
Oteleni,Iasi,IS,2195,47.0618814,27.028108,Oteleni,Oteleni
Handresti,Iasi,IS,1037,47.1048044,27.0190302,Handresti,Handresti
Plugari,Iasi,IS,1741,47.492518,27.1244686,Plugari,Plugari
Borosoaia,Iasi,IS,1693,47.4602511,27.0955942,Borosoaia,Borosoaia
Onesti,Iasi,IS,181,47.4811297,27.1095438,Onesti,Onesti
Poduiloaiei,Iasi,IS,6992,47.2109327,27.2664649,Poduiloaiei,PoduIloaiei
Budai,Iasi,IS,832,47.2169112,27.2278069,Budai,Budai
Cositeni,Iasi,IS,366,47.2024894,27.235327,Cositeni,Cositeni
Holm,Iasi,IS,289,47.2086206,27.3035926,Holm,Holm
Scobalteni,Iasi,IS,1094,47.2001004,27.2830245,Scobalteni,Scobalteni
Popesti,Iasi,IS,1994,47.1541413,27.2419218,Popesti,Popesti
Doroscani,Iasi,IS,642,47.1495543,27.264897,Doroscani,Doroscani
Harpasesti,Iasi,IS,977,47.1493747,27.2860374,Harpasesti,Harpasesti
Obrijeni,Iasi,IS,275,47.1486852,27.2171127,Obrijeni,Obrijeni
Padureni(Popesti),Iasi,IS,94,47.1383932,27.2725471,Padureni(Popesti),Padureni(Popesti)
Vama,Iasi,IS,103,47.147193,27.581312,Vama,Vama
Popricani,Iasi,IS,2621,47.2668753,27.5088063,Popricani,Popricani
Carlig,Iasi,IS,787,47.2139798,27.5576516,Carlig,Carlig
Cotumorii,Iasi,IS,248,47.3011279,27.5521527,Cotumorii,CotuMorii
Cuzavoda(Popricani),Iasi,IS,2621,47.2364517,27.5725911,Cuzavoda(Popricani),CuzaVoda(Popricani)
Moimesti,Iasi,IS,468,47.2761912,27.5110203,Moimesti,Moimesti
Rediumitropoliei,Iasi,IS,134,47.2999337,27.4906905,Rediumitropoliei,RediuMitropoliei
Tipilesti,Iasi,IS,281,47.2993113,27.4803701,Tipilesti,Tipilesti
Vanatori(Popricani),Iasi,IS,1089,47.2429861,27.5246483,Vanatori(Popricani),Vanatori(Popricani)
Vulturi,Iasi,IS,928,47.2474502,27.537908,Vulturi,Vulturi
Prisacani,Iasi,IS,1623,47.064259,27.8803166,Prisacani,Prisacani
Macaresti,Iasi,IS,633,47.0337768,27.965534,Macaresti,Macaresti
Moreni,Iasi,IS,998,47.0999004,27.8599915,Moreni,Moreni
Probota,Iasi,IS,1124,47.3789795,27.4990165,Probota,Probota
Balteni,Iasi,IS,760,47.4050557,27.5004048,Balteni,Balteni
Perieni,Iasi,IS,1595,47.3862857,27.4657294,Perieni,Perieni
Raducaneni,Iasi,IS,5065,46.9559993,27.9416661,Raducaneni,Raducaneni
Bohotin,Iasi,IS,1240,46.9418252,27.9803087,Bohotin,Bohotin
Isaiia,Iasi,IS,311,46.935448,28.0068349,Isaiia,Isaiia
Rosu,Iasi,IS,584,46.9900446,27.9520782,Rosu,Rosu
Rediu,Iasi,IS,238,47.2406841,27.447139,Rediu,Rediu
Breazu,Iasi,IS,1430,47.2272775,27.5039403,Breazu,Breazu
Horlesti(Rediu),Iasi,IS,1078,47.2619876,27.4564713,Horlesti(Rediu),Horlesti(Rediu)
Tautesti,Iasi,IS,180,47.2324615,27.4610844,Tautesti,Tautesti
Valealupului,Iasi,IS,4982,47.1800667,27.508245,Valealupului,ValeaLupului
Romanesti,Iasi,IS,921,47.283289,27.3178381,Romanesti,Romanesti
Avantu,Iasi,IS,530,47.2572144,27.3678913,Avantu,Avantu
Ursoaia,Iasi,IS,457,47.2708872,27.386382,Ursoaia,Ursoaia
Ruginoasa,Iasi,IS,1778,47.2483252,26.8408305,Ruginoasa,Ruginoasa
Dumbravita,Iasi,IS,2446,47.2569213,26.8431941,Dumbravita,Dumbravita
Rediu(Ruginoasa),Iasi,IS,238,47.2408887,26.865094,Rediu(Ruginoasa),Rediu(Ruginoasa)
Vascani,Iasi,IS,496,47.2702379,26.8737027,Vascani,Vascani
Scanteia,Iasi,IS,1811,46.916667,27.566667,Scanteia,Scanteia
Bodesti,Iasi,IS,410,46.9134558,27.5992066,Bodesti,Bodesti
Borosesti,Iasi,IS,822,46.9410303,27.593965,Borosesti,Borosesti
Ciocarlesti,Iasi,IS,301,46.9324308,27.5540347,Ciocarlesti,Ciocarlesti
Luncarates,Iasi,IS,418,46.9512656,27.5748098,Luncarates,LuncaRates
Rediu(Scanteia),Iasi,IS,238,46.8943764,27.5920097,Rediu(Scanteia),Rediu(Scanteia)
Tufestiidesus,Iasi,IS,289,46.9114512,27.62697,Tufestiidesus,TufestiideSus
Schituduca,Iasi,IS,567,47.0352155,27.7657732,Schituduca,SchituDuca
Blaga,Iasi,IS,124,47.0302138,27.7422612,Blaga,Blaga
Dumitrestiigalatii,Iasi,IS,715,47.0125762,27.7719079,Dumitrestiigalatii,DumitrestiiGalatii
Pocreaca,Iasi,IS,480,46.9661547,27.7786291,Pocreaca,Pocreaca
Poiana(Schituduca),Iasi,IS,543,46.9836284,27.7895844,Poiana(Schituduca),Poiana(SchituDuca)
Poieni,Iasi,IS,859,47.0463781,27.7131895,Poieni,Poieni
Satunou,Iasi,IS,142,46.9624742,27.8101029,Satunou,SatuNou
Slobozia(Schituduca),Iasi,IS,2384,46.9887699,27.7425015,Slobozia(Schituduca),Slobozia(SchituDuca)
Scobinti,Iasi,IS,1818,47.4058256,26.9671548,Scobinti,Scobinti
Badeni,Iasi,IS,1246,47.4015028,26.9478057,Badeni,Badeni
Fetesti,Iasi,IS,1292,47.409942,26.8988288,Fetesti,Fetesti
Sticlaria,Iasi,IS,1932,47.4009551,26.8300459,Sticlaria,Sticlaria
Zagavia,Iasi,IS,1170,47.4181821,26.8922946,Zagavia,Zagavia
Sinesti,Iasi,IS,1595,47.1137303,27.1895942,Sinesti,Sinesti
Bocnita,Iasi,IS,374,47.158535,27.1889273,Bocnita,Bocnita
Osoi(Sinesti),Iasi,IS,1153,47.0898747,27.1905384,Osoi(Sinesti),Osoi(Sinesti)
Stornesti,Iasi,IS,1049,47.1180403,27.1727618,Stornesti,Stornesti
Siretel,Iasi,IS,2228,47.3861278,26.7214807,Siretel,Siretel
Berezlogi,Iasi,IS,259,47.4279551,26.7488914,Berezlogi,Berezlogi
Humosu,Iasi,IS,865,47.4503283,26.7332289,Humosu,Humosu
Satunou(Siretel),Iasi,IS,2228,47.4247718,26.7169695,Satunou(Siretel),SatuNou(Siretel)
Slobozia(Siretel),Iasi,IS,2384,47.3976477,26.7437472,Slobozia(Siretel),Slobozia(Siretel)
Stolniceniprajescu,Iasi,IS,1462,47.1953378,26.7490317,Stolniceniprajescu,StolniceniPrajescu
Bratesti,Iasi,IS,1710,47.1870703,26.6984178,Bratesti,Bratesti
Cozmesti(Stolniceniprajescu),Iasi,IS,2078,47.165964,26.7616054,Cozmesti(Stolniceniprajescu),Cozmesti(StolniceniPrajescu)
Strunga,Iasi,IS,557,47.1572815,26.9517688,Strunga,Strunga
Bratulesti,Iasi,IS,431,47.1285197,26.9669451,Bratulesti,Bratulesti
Crivesti(Strunga),Iasi,IS,1497,47.1979382,26.928524,Crivesti(Strunga),Crivesti(Strunga)
Cucova,Iasi,IS,123,47.1590172,26.9164435,Cucova,Cucova
Farcaseni,Iasi,IS,1777,47.1579484,26.8973473,Farcaseni,Farcaseni
Fedeleseni,Iasi,IS,263,47.1241813,26.9762935,Fedeleseni,Fedeleseni
Guravaii,Iasi,IS,73,47.1905375,26.9421977,Guravaii,GuraVaii
Habasesti,Iasi,IS,385,47.1520198,26.9570036,Habasesti,Habasesti
Scheia,Iasi,IS,1081,46.9299524,27.5056301,Scheia,Scheia
Cauesti,Iasi,IS,554,46.9300362,27.5355447,Cauesti,Cauesti
Ciocaboca,Iasi,IS,509,46.9462539,27.4630033,Ciocaboca,CiocaBoca
Draguseni,Iasi,IS,886,46.8899845,27.4830911,Draguseni,Draguseni
Frenciugi,Iasi,IS,550,46.8881979,27.4748486,Frenciugi,Frenciugi
Poianascheii,Iasi,IS,518,46.9622066,27.4924159,Poianascheii,PoianaScheii
